"","resid_Place","resid_identity","pid7","PARTY","FT_DemParty","FT_RepParty","FT_Biden_pre","FT_Trump_pre","FT_Biden_post","FT_Trump_post","FT_Fauci","FT_fundamentalist","FT_Feminists","FT_Liberals","FT_laborUnions","FT_bigBusiness","FT_conservatives","FT_SCOTUS","FT_gaymen","FT_Congress","FT_Muslims","FT_Christians","FT_Jewish","FT_police","FT_Transpeople","FT_Scientist","FT_BLM","FT_journalists","FT_Socialist","FT_capitalist","FT_rural","FT_WHO","FT_CDC","ideo7","gender","race","educ","income","age","Voted_2020"
"3061","City","City Person",1,"Democrat",85,0,90,0,100,0,100,0,85,85,60,15,40,40,85,40,70,85,85,70,50,100,85,70,15,60,70,85,100,2,"Male","White","Graduate Degree",11,73,1
"3062","Small Town","Suburb Person",6,"Republican",70,15,60,0,60,40,100,30,50,70,50,40,50,40,70,15,50,85,50,70,70,100,40,40,50,70,85,40,70,4,"Male",NA,"Some College",NA,NA,0
"3063","Suburb","Country Person",5,"Republican",0,40,15,40,0,85,30,30,60,0,30,0,60,85,70,40,40,60,20,80,50,70,70,0,15,85,100,0,85,5,"Female","White","Some College",2,54,1
"3064","Suburb","Suburb Person",2,"Democrat",20,100,100,100,85,5,100,25,50,50,25,95,50,85,45,50,30,35,100,85,25,100,5,70,0,50,50,45,100,4,"Male","White","Some College",11,66,1
"3065","Suburb","Suburb Person",3,"Democrat",60,0,85,0,100,0,85,0,55,85,65,0,0,55,98,75,98,45,100,51,89,100,100,100,NA,0,80,75,90,4,"Male","Black","Graduate Degree",17,NA,1
"3066","Suburb","City Person",1,"Democrat",90,15,95,0,99,0,100,10,90,80,50,40,30,40,50,20,50,50,50,40,50,100,90,70,40,40,30,70,85,2,"Female","White","Graduate Degree",22,56,1
"3067","Small Town","Small Town Person",2,"Democrat",40,15,85,0,100,0,100,40,70,85,NA,NA,50,60,100,30,NA,NA,100,60,100,85,85,60,NA,NA,70,50,60,3,"Female","White","Bachelor's Degree",13,75,1
"3068","Suburb","Suburb Person",5,"Republican",80,0,95,0,90,0,95,NA,80,NA,70,10,25,70,85,40,75,30,80,85,80,90,80,80,50,50,40,90,85,5,"Female","White","High School",9,78,1
"3069","City","Country Person",1,"Democrat",70,0,60,0,70,16,100,NA,NA,NA,NA,NA,NA,70,70,NA,NA,75,NA,60,70,85,NA,60,NA,NA,85,NA,100,NA,"Female","Native American","Some College",1,65,0
"3070","City","City Person",1,"Democrat",70,0,85,0,85,0,100,15,100,70,60,40,0,60,100,15,100,85,100,60,100,100,100,100,50,60,15,85,85,3,"Female","White","Graduate Degree",22,44,1
"3071","Rural Area","Small Town Person",2,"Democrat",15,85,15,100,0,100,15,85,60,50,0,70,85,85,0,50,0,100,85,100,0,50,0,0,0,50,100,0,50,5,"Male","White","Some College",16,64,1
"3072","Suburb","City Person",1,"Democrat",70,0,100,0,100,0,70,0,85,100,70,50,30,40,85,50,85,40,85,60,50,100,100,100,85,50,40,100,85,1,"Female","White","Graduate Degree",4,67,1
"3073","Suburb","City Person",2,"Democrat",60,0,75,50,75,25,75,50,50,50,75,25,50,75,25,50,50,50,50,75,50,75,50,50,50,50,50,75,75,NA,"Male",NA,"Some College",NA,48,1
"3074","Suburb","Suburb Person",7,"Republican",10,80,0,90,20,90,35,50,50,15,60,60,85,70,60,30,60,100,90,100,50,90,25,15,0,65,100,65,90,6,"Male","White","Graduate Degree",16,68,1
"3075","Small Town","Small Town Person",7,"Republican",0,85,0,100,15,85,30,70,85,70,100,40,70,40,100,40,50,100,100,85,100,50,70,40,15,50,85,40,40,6,"Female","White","Some College",6,39,1
"3076",NA,NA,1,"Democrat",100,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Male","Black","Bachelor's Degree",4,54,0
"3077","Suburb","Suburb Person",1,"Democrat",100,30,100,0,100,0,100,30,85,60,60,50,70,85,85,60,85,85,85,70,85,85,70,85,50,50,50,60,85,3,"Female","White","Graduate Degree",NA,80,1
"3078","Suburb","City Person",2,"Democrat",60,40,60,15,60,15,40,70,40,50,40,60,40,40,40,15,70,100,50,40,40,50,60,60,50,60,40,70,50,3,"Female","Asian","Graduate Degree",19,27,1
"3079","Small Town","Country Person",1,"Democrat",100,15,85,0,85,0,100,50,30,85,100,25,20,25,25,0,25,50,50,85,20,90,10,50,80,40,50,85,90,2,"Male","White","Graduate Degree",4,55,0
"3080","Suburb","Suburb Person",3,"Democrat",35,10,70,8,100,15,100,70,70,60,85,85,40,70,85,70,85,100,100,70,85,85,70,85,15,50,40,85,70,4,"Male","White","Bachelor's Degree",11,27,1
"3081","City","City Person",7,"Republican",0,100,0,100,15,100,50,15,50,50,50,50,50,50,50,50,50,70,70,100,50,85,30,30,0,0,85,70,70,6,"Female","White",NA,19,65,1
"3082","Suburb","Suburb Person",5,"Republican",0,30,15,40,50,60,100,50,40,0,50,70,50,50,0,50,0,50,50,100,50,100,0,0,0,50,100,0,100,NA,"Male","White","Some College",20,67,1
"3083","City","Suburb Person",6,"Republican",85,15,85,0,100,0,100,50,0,70,70,60,50,50,100,50,100,75,100,100,100,90,85,85,100,40,100,85,90,NA,"Female","White","Graduate Degree",NA,51,1
"3084",NA,NA,7,"Republican",0,85,0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Male","White","Some College",21,44,0
"3085","Suburb","Suburb Person",1,"Democrat",85,0,85,0,85,0,50,0,60,50,85,50,0,50,85,50,15,15,50,70,70,85,50,50,50,NA,50,NA,50,NA,"Female","White","Bachelor's Degree",17,45,1
"3086","Suburb","Suburb Person",5,"Republican",40,60,15,60,40,60,NA,0,40,50,50,50,50,50,100,50,85,15,15,85,100,100,60,40,50,50,50,50,60,4,"Female","White","Some College",13,29,1
"3087","Small Town","Suburb Person",3,"Democrat",50,20,40,0,60,0,85,30,40,60,60,15,60,60,50,40,50,40,50,60,50,70,70,70,50,50,60,60,85,3,"Male",NA,"Bachelor's Degree",16,54,1
"3088","Suburb","City Person",7,"Republican",15,10,15,85,0,85,40,70,40,40,60,60,85,NA,50,15,40,85,60,85,50,70,0,15,15,70,85,70,85,NA,"Male","White","Bachelor's Degree",1,80,1
"3089","Small Town","City Person",7,"Republican",0,85,50,100,50,85,40,85,50,30,30,60,70,70,100,30,100,85,100,100,100,60,0,30,0,100,100,30,70,5,"Female","White","Some College",22,72,1
"3090","Suburb","City Person",3,"Democrat",70,0,50,0,70,0,50,70,100,85,50,30,0,15,100,15,100,85,100,40,100,100,100,40,50,50,85,85,85,2,"Male","Hispanic","Some College",10,49,1
"3091","Small Town","Small Town Person",6,"Republican",30,50,0,70,15,70,50,40,60,40,40,40,60,50,60,15,50,50,50,60,60,60,30,40,40,50,60,50,50,6,"Male","White","Some College",11,31,1
"3092","City","Small Town Person",7,"Republican",60,0,85,0,70,0,100,0,100,86,70,60,NA,86,100,50,86,NA,86,70,100,86,100,86,86,60,70,100,100,4,"Male","Black","Some College",17,66,1
"3093","Small Town","Small Town Person",7,"Republican",40,50,NA,NA,70,0,85,30,40,40,60,60,60,85,30,60,40,60,60,70,15,70,15,70,15,70,NA,60,85,6,"Male","White","Graduate Degree",7,80,1
"3094","Suburb","Small Town Person",1,"Democrat",60,0,100,0,100,0,100,100,85,60,85,50,0,40,100,30,100,100,100,60,100,100,100,85,NA,NA,80,100,100,4,"Male","Black","Bachelor's Degree",18,47,1
"3095","City","City Person",5,"Republican",15,85,15,85,0,85,60,100,85,15,50,70,70,85,15,70,50,100,70,85,40,40,15,15,0,60,NA,30,70,7,"Male","Hispanic","High School",13,60,0
"3096","Suburb","City Person",7,"Republican",0,85,0,100,0,100,30,100,0,15,50,50,100,50,0,30,15,100,85,85,0,50,0,15,0,100,85,0,30,6,"Male","Black","Graduate Degree",1,80,1
"3097","Suburb","Suburb Person",2,"Democrat",85,50,70,40,85,30,85,70,70,60,70,60,70,70,85,70,85,85,85,85,85,85,85,70,50,60,70,60,70,5,"Female","Asian","High School",15,80,1
"3098",NA,NA,2,"Democrat",100,50,70,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Male","Asian","Some College",11,68,0
"3099","Rural Area","City Person",7,"Republican",50,70,50,70,60,50,NA,50,40,60,100,60,70,60,70,60,50,85,70,100,50,85,50,70,60,60,70,50,85,4,"Male","White","Some College",8,60,0
"3100","Small Town","Suburb Person",5,"Republican",0,55,1,95,0,94,15,80,8,1,12,80,85,70,60,4,69,85,70,80,15,50,0,1,1,95,99,35,35,7,"Male","Hispanic","Bachelor's Degree",20,51,1
"3101","City","City Person",5,"Republican",0,60,15,50,15,70,50,50,50,40,40,30,60,100,50,0,70,85,100,100,50,100,0,0,0,50,100,0,60,6,"Male","White","Graduate Degree",15,76,0
"3102","City","Suburb Person",3,"Democrat",65,30,75,15,85,1,80,25,80,80,50,60,70,90,100,70,100,100,100,80,100,85,70,70,80,80,100,100,100,4,"Male","Hispanic","Graduate Degree",13,28,1
"3103",NA,NA,1,"Democrat",75,30,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Female","White","Some College",3,19,0
"3104",NA,NA,7,"Republican",0,70,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Female","White","Graduate Degree",8,23,0
"3105","Suburb","Suburb Person",1,"Democrat",100,0,100,0,85,0,85,30,100,100,100,30,40,30,100,85,85,85,85,40,100,100,85,100,70,30,60,100,85,2,"Female","White","Some College",21,69,1
"3106","Small Town","Suburb Person",7,"Republican",30,85,30,70,30,60,85,70,50,40,40,60,85,85,50,30,50,85,85,85,30,85,30,30,0,70,70,40,70,6,"Male","White","Bachelor's Degree",1,76,1
"3107","City",NA,6,"Republican",0,70,0,70,0,85,50,70,30,15,30,85,85,100,50,30,30,100,100,85,40,60,0,50,0,85,85,30,70,6,"Male","White","Bachelor's Degree",22,61,1
"3108","Suburb","Suburb Person",7,"Republican",0,70,15,85,15,85,40,30,40,15,60,40,70,85,70,60,40,85,70,100,40,100,0,0,0,0,60,50,50,6,"Female","White","Graduate Degree",21,33,1
"3109","Suburb","City Person",1,"Democrat",85,0,100,0,NA,0,100,0,85,85,50,50,15,40,100,60,70,30,70,70,100,100,85,85,60,70,50,85,70,2,"Female","White","High School",21,59,1
"3110","Suburb","Small Town Person",6,"Republican",15,85,15,85,15,100,60,100,30,60,50,60,100,85,85,40,85,100,100,100,70,60,15,30,0,100,100,40,70,6,"Female","White","Some College",15,75,1
"3111",NA,NA,7,"Republican",0,85,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","White","Some College",20,41,0
"3112","City","City Person",1,"Democrat",60,30,60,15,70,30,60,60,50,60,70,40,60,40,50,60,50,70,50,60,50,60,60,40,60,60,40,40,40,3,"Female","Hispanic","Bachelor's Degree",17,35,1
"3113","City","City Person",1,"Democrat",60,40,70,0,85,0,85,50,50,50,50,50,50,50,85,50,85,85,85,60,85,100,85,40,50,50,60,50,100,NA,"Female","Black","Some College",6,39,1
"3114","Suburb","Suburb Person",6,"Republican",0,70,15,100,0,85,85,50,50,40,50,70,85,50,50,50,85,85,85,85,15,85,10,30,50,50,80,85,85,6,"Female","White","Bachelor's Degree",21,48,1
"3115",NA,NA,2,"Democrat",60,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Male","White","Some College",2,72,0
"3116","Rural Area","Small Town Person",7,"Republican",0,85,0,100,30,100,50,NA,50,50,60,85,85,85,50,15,40,100,50,85,50,50,0,0,0,85,100,0,70,4,"Male","White","Less than High School",16,74,1
"3117","Suburb","Suburb Person",3,"Democrat",85,15,85,0,85,0,100,40,85,85,60,60,50,70,85,30,70,85,85,85,85,85,85,85,60,50,85,100,100,2,"Male","White","Bachelor's Degree",13,71,1
"3118","Suburb","Suburb Person",6,"Republican",60,15,70,0,60,0,100,60,30,15,60,60,40,70,30,60,0,85,60,85,0,85,0,15,15,70,85,70,100,5,"Male",NA,"Bachelor's Degree",NA,76,1
"3119","Small Town","Small Town Person",5,"Republican",100,100,0,100,0,100,60,70,50,85,100,70,60,70,100,100,0,100,0,100,100,100,85,85,50,70,85,100,100,NA,"Female","White","Some College",8,28,0
"3120","City","City Person",5,"Republican",10,10,35,40,70,40,100,0,95,60,85,55,60,55,100,45,40,95,100,80,100,100,70,100,30,70,60,80,90,5,"Female","White","Graduate Degree",16,26,1
"3121","Small Town","Small Town Person",1,"Democrat",70,50,85,0,85,0,100,0,100,85,85,85,0,15,100,85,100,50,100,85,100,100,85,100,60,70,100,100,100,2,"Female","White","Some College",5,68,1
"3122","City","Suburb Person",1,"Democrat",60,0,70,0,85,0,50,40,70,70,70,30,40,60,70,60,85,70,70,70,85,85,100,70,50,40,40,70,70,2,"Male","White","Some College",14,46,1
"3123","City","Suburb Person",3,"Democrat",70,15,70,0,85,0,100,0,85,85,85,60,15,40,85,40,60,15,85,40,70,85,70,100,50,60,60,100,70,3,"Male","Black","Bachelor's Degree",18,47,1
"3124","Suburb","Country Person",4,"Independent",50,50,50,50,100,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,NA,"Male","Hispanic","High School",7,28,0
"3125","City","Country Person",4,"Independent",0,0,0,60,0,70,15,100,15,15,NA,NA,100,70,40,15,50,100,70,85,50,50,30,50,0,100,NA,0,40,6,"Female","Hispanic",NA,8,23,1
"3126","City","City Person",1,"Democrat",70,30,70,30,100,0,100,30,85,70,60,50,50,85,70,40,85,60,85,70,70,100,85,70,50,50,50,85,70,3,"Female","White","Graduate Degree",9,65,1
"3127","Suburb","City Person",1,"Democrat",70,0,70,0,100,0,100,40,85,85,70,60,40,40,100,40,85,85,50,85,100,85,100,85,70,15,100,85,100,2,"Female","White","Graduate Degree",15,40,0
"3128","Suburb","Suburb Person",2,"Democrat",88,9,85,10,97,4,95,6,88,92,80,55,9,67,82,60,87,90,90,85,60,97,94,70,88,58,45,95,93,2,"Male","White","Graduate Degree",18,73,1
"3129","City","Small Town Person",1,"Democrat",100,30,85,30,100,0,50,50,100,50,100,50,50,50,100,50,100,100,100,75,100,100,100,100,NA,NA,NA,100,100,NA,"Female","Hispanic","Graduate Degree",17,41,1
"3130","City","City Person",2,"Democrat",85,15,90,0,70,0,100,30,75,85,40,70,30,60,60,70,50,60,70,60,50,100,100,100,40,85,30,70,85,3,"Male","Black","Bachelor's Degree",15,52,1
"3131","Small Town","Small Town Person",2,"Democrat",60,5,70,0,100,0,100,15,15,15,60,15,15,60,15,40,30,50,40,30,70,100,100,60,50,30,50,100,85,3,"Male","Asian","Graduate Degree",22,47,1
"3132",NA,NA,4,"Independent",20,40,35,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Male","White","Bachelor's Degree",10,26,0
"3133","City","Suburb Person",1,"Democrat",100,30,100,0,100,0,100,70,75,75,100,50,70,50,50,40,60,85,85,85,50,85,75,85,40,70,75,75,100,4,"Male","White","Bachelor's Degree",NA,80,1
"3134",NA,NA,1,"Democrat",85,0,98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Female","White","Less than High School",2,80,0
"3135","Suburb","City Person",1,"Democrat",85,15,85,0,85,0,85,50,50,70,85,70,60,50,50,50,50,100,85,60,50,85,85,70,70,50,50,70,85,3,NA,"Black","Some College",NA,61,0
"3136",NA,NA,5,"Republican",15,85,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Male","White","Bachelor's Degree",20,27,0
"3137","Suburb","Suburb Person",5,"Republican",60,60,60,0,100,0,100,50,85,70,70,70,40,60,70,40,70,70,100,88,100,100,85,70,70,70,100,NA,100,4,"Female","White","Bachelor's Degree",18,59,1
"3138","City","City Person",1,"Democrat",60,15,85,0,70,15,75,35,80,70,70,25,30,40,90,45,85,60,90,75,60,85,70,75,85,40,50,60,75,1,"Female","White","Graduate Degree",18,44,1
"3139","Rural Area","Small Town Person",3,"Democrat",50,50,30,60,30,60,50,0,50,50,50,60,50,50,50,50,100,50,100,85,50,100,50,50,50,50,50,50,50,4,"Male","Asian","Some College",4,26,0
"3140","Suburb","Suburb Person",1,"Democrat",70,40,70,40,85,30,100,15,70,100,100,70,50,50,85,50,85,85,100,70,100,85,70,50,60,50,60,85,100,3,"Female","White","Some College",21,37,1
"3141","City","City Person",7,"Republican",0,100,0,100,50,100,50,100,50,50,100,100,100,100,50,50,50,100,100,100,50,100,50,50,50,100,100,50,50,6,"Male","White","Some College",10,55,1
"3142","Small Town","Country Person",5,"Republican",0,85,0,100,0,100,60,50,50,50,85,50,50,60,50,50,50,100,100,100,50,100,30,70,50,50,60,50,100,NA,"Male","White","Graduate Degree",1,80,1
"3143",NA,NA,2,"Democrat",70,50,70,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","Hispanic","Some College",16,19,0
"3144","Suburb","Country Person",4,"Independent",90,15,70,0,70,0,90,15,60,60,85,30,40,40,85,40,60,70,70,70,85,85,50,70,50,15,85,85,60,4,"Male","Other","High School",21,70,0
"3145","Suburb","Small Town Person",6,"Republican",15,60,40,40,0,70,15,50,70,0,50,70,70,50,50,50,50,100,50,70,50,100,30,0,15,50,100,0,0,4,"Female","White","Some College",1,27,0
"3146","City","City Person",1,"Democrat",100,0,85,0,100,0,50,50,100,100,100,85,100,100,100,70,50,50,50,100,100,100,85,100,100,85,50,100,100,NA,"Female","Hispanic","Some College",NA,NA,1
"3147","Small Town","Small Town Person",6,"Republican",10,70,0,100,0,100,30,85,10,0,0,70,100,60,10,10,10,100,100,100,15,70,0,0,0,100,100,0,50,7,"Male","White","Some College",NA,57,1
"3148","Suburb","City Person",1,"Democrat",85,0,85,0,85,0,85,50,50,70,70,60,40,60,60,60,60,60,70,60,50,NA,60,70,50,50,50,60,60,4,"Male","Black","Graduate Degree",22,66,0
"3149","City","City Person",1,"Democrat",70,0,100,0,100,0,100,0,100,70,70,50,15,40,100,60,70,40,100,60,100,100,100,100,40,60,50,70,80,1,"Male","Hispanic","Graduate Degree",21,60,1
"3150","Suburb","Country Person",2,"Democrat",50,50,50,30,60,30,50,50,60,60,60,30,60,70,60,60,60,60,60,70,60,60,50,30,50,50,60,50,70,4,"Male","White","Some College",NA,47,1
"3151","City","Small Town Person",3,"Democrat",70,60,60,30,85,30,70,40,60,60,70,40,40,70,60,60,50,70,85,85,50,85,60,70,50,60,60,60,70,4,"Male","White","Graduate Degree",14,77,1
"3152","Suburb","City Person",1,"Democrat",95,0,85,0,100,0,85,40,85,70,85,30,40,70,100,70,100,100,100,50,40,100,100,85,70,85,100,60,85,2,"Female","Black","Some College",20,49,1
"3153",NA,NA,2,"Democrat",30,60,50,70,40,70,40,50,50,50,60,60,50,85,50,40,70,70,100,85,50,70,60,30,40,NA,NA,60,85,4,"Female","White","Some College",14,54,1
"3154","Rural Area","Country Person",6,"Republican",30,85,50,85,50,60,85,50,50,50,50,50,50,60,30,50,50,85,50,85,0,85,30,30,15,NA,85,70,85,NA,"Female","White","High School",6,64,1
"3155",NA,NA,5,"Republican",0,70,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Male","White","High School",3,28,0
"3156","Rural Area","Small Town Person",5,"Republican",15,60,50,85,NA,85,15,85,0,40,50,50,85,85,50,30,50,85,85,85,50,50,15,15,15,60,100,30,50,5,"Female","White","Bachelor's Degree",22,61,1
"3157","Small Town","Country Person",2,"Democrat",70,15,85,0,100,15,100,40,NA,NA,NA,70,NA,70,70,40,NA,70,70,15,70,85,70,85,NA,NA,NA,70,85,4,"Female","Other","High School",2,54,1
"3158","Small Town","Small Town Person",7,"Republican",15,85,0,100,85,15,50,50,85,70,85,70,40,70,100,70,100,70,100,85,100,100,85,50,50,50,50,70,85,6,"Female","White","Graduate Degree",11,25,1
"3159","Small Town","Suburb Person",2,"Democrat",50,50,50,25,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,4,"Female","White","Graduate Degree",21,29,1
"3160","City","City Person",3,"Democrat",60,0,70,0,70,0,70,15,90,90,90,30,5,40,100,40,90,40,90,5,100,85,90,70,85,30,70,70,70,1,"Female","White","Bachelor's Degree",8,24,1
"3161",NA,NA,1,"Democrat",85,40,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Male","White","Graduate Degree",10,77,0
"3162","Rural Area","Suburb Person",1,"Democrat",100,0,100,0,100,0,100,0,100,100,60,0,0,0,100,40,85,70,100,70,100,100,60,100,100,0,40,85,100,2,"Female","White","Some College",17,30,1
"3163",NA,NA,7,"Republican",0,85,50,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Female","Hispanic","High School",NA,40,0
"3164","Small Town","Small Town Person",1,"Democrat",100,30,100,0,100,0,100,70,85,85,60,85,85,85,100,85,85,100,85,100,100,100,85,85,60,NA,85,100,100,NA,"Female","White","High School",10,68,0
"3165","Rural Area","Small Town Person",3,"Democrat",40,0,30,0,50,0,50,0,85,60,100,0,0,50,100,50,85,50,85,40,100,85,85,40,100,0,70,60,60,1,"Male","White","Some College",1,65,1
"3166","Rural Area","Country Person",7,"Republican",0,100,0,100,0,100,15,50,0,0,30,40,85,60,50,60,50,50,50,50,50,50,0,40,0,100,60,15,15,6,"Male","White","High School",9,33,0
"3167","Suburb","Small Town Person",6,"Republican",10,90,0,85,0,90,50,90,50,50,50,50,90,90,0,50,50,100,100,90,0,50,0,50,0,50,100,50,50,5,"Male","White","High School",7,39,0
"3168","City","City Person",2,"Democrat",80,0,85,0,90,5,90,50,90,75,80,20,10,30,90,40,90,40,90,80,70,90,90,90,70,40,50,90,90,2,"Male","Asian","Graduate Degree",8,32,0
"3169","City","Small Town Person",7,"Republican",30,85,0,100,0,85,30,50,60,15,70,60,85,85,50,60,50,100,100,85,15,70,30,15,0,50,85,15,30,3,"Female","White","Some College",5,60,1
"3170","Suburb","City Person",3,"Democrat",70,40,85,0,90,0,70,70,50,70,60,70,60,50,70,70,70,98,100,95,70,70,70,50,15,NA,NA,80,75,4,"Male","White","Graduate Degree",22,35,1
"3171","Small Town","Small Town Person",7,"Republican",0,100,0,85,0,85,70,70,50,30,50,50,85,70,15,70,60,100,85,85,15,60,40,0,0,50,85,50,85,6,"Female","White","Some College",7,71,1
"3172","Small Town","Small Town Person",6,"Republican",0,70,0,100,0,70,50,50,30,15,40,50,85,60,50,15,30,50,50,50,15,50,15,0,0,60,60,0,40,6,"Male","White","High School",13,63,1
"3173","City","City Person",5,"Republican",5,85,5,85,0,0,30,30,40,60,60,40,40,30,50,30,50,70,60,60,50,80,15,15,60,40,50,40,40,5,"Female","Hispanic","Bachelor's Degree",13,41,1
"3174","City","City Person",1,"Democrat",30,30,100,30,85,0,0,50,15,60,70,40,0,50,50,40,50,50,50,15,50,40,0,15,50,40,NA,50,40,4,"Female","Black","Some College",4,40,0
"3175","Suburb","City Person",1,"Democrat",70,15,85,0,85,0,85,0,85,85,85,15,70,40,85,60,85,70,85,70,70,85,100,85,70,40,85,70,85,3,"Male","White","Some College",4,80,1
"3176",NA,NA,4,"Independent",15,70,30,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Male","Other","Bachelor's Degree",22,49,0
"3177","City","City Person",4,"Independent",0,40,0,85,0,70,0,100,0,0,40,0,50,0,0,15,0,100,50,70,0,50,0,0,0,50,100,0,0,NA,"Female","White","Bachelor's Degree",1,69,1
"3178",NA,NA,4,"Independent",30,30,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Male","White","Some College",17,34,0
"3179",NA,NA,1,"Democrat",100,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Female","White","Graduate Degree",20,54,0
"3180","Small Town","City Person",1,"Democrat",85,0,85,0,85,0,100,0,85,85,60,30,15,40,50,15,50,50,NA,85,50,100,70,85,50,15,60,100,100,2,"Female","White","Bachelor's Degree",9,80,1
"3181","Suburb","Suburb Person",4,"Independent",60,40,60,40,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,4,"Male","Black","Some College",NA,NA,0
"3182","Rural Area","Small Town Person",1,"Democrat",100,50,100,0,100,30,85,50,100,50,100,50,100,85,100,70,100,100,100,100,100,100,100,85,100,NA,50,100,100,NA,"Female","Black","High School",1,64,0
"3183","City","City Person",5,"Republican",15,85,0,100,0,100,50,50,30,15,15,40,85,100,50,15,50,100,50,85,50,60,15,0,0,85,NA,0,30,5,"Male","Asian","Bachelor's Degree",1,50,1
"3184","Small Town","City Person",5,"Republican",15,70,15,85,0,100,0,0,0,0,15,15,0,15,15,5,0,0,85,90,15,60,0,0,0,0,75,35,40,6,"Male","White","Some College",1,49,1
